STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7932891;18;F;BGD 1;Y;N;Nursing;N;990;200808;CPSC 1105;B;CHEM 1151;B;ITDS 2735;B;200902;ENGL 1101;B;MATH 1101;A;;;Off Campus;1;0;3,4;SCHOOL 10;2;High School;2;High School;B;Bachelors;14;14;13;13;-347580
7873022;18;M;BGD 1;Y;N;Undeclared;N;870;200908;CPSC 1105;B;HIST 1112;B;HIST 2112;B;201002;SOCI 1101;B;ARTH 1100;A;ENGL 1101;A;Off Campus;1;69;3,76;SCHOOL 3;2;High School;2;High School;B;Bachelors;12;12;13;9;
7880950;18;M;BGD 1;Y;N;Undeclared;N;;200908;CPSC 1105;B;ENGL 1102;B;POLS 1101;A;201002;BIOL 1125;B;HIST 1112I;A;MATH 1111;A;Off Campus;1;0;3,26;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;15;15;-417420
7897241;18;M;BGD 4;Y;N;Applied Computer Science;N;990;200708;CPSC 1301;B;CPSC 1301L;B;ENGL 1101;B;200802;MATH 1111;B;COMM 1110;A;ENGL 1102;A;Off Campus;1;0;3,63;SCHOOL 70;2;High School;3;College/Beyond;B;Bachelors;16;12;18;15;
7847232;18;F;BGD 1;Y;N;Applied Computer Science;N;1150;200808;CPSC 1301;B;ENGL 1101;B;MATH 1131;B;200902;HIST 2111;B;COMM 1110;A;ENGL 1102;A;On Campus;1;69;3,82;SCHOOL 333;;No Information;;No Information;B;Bachelors;16;16;16;16;
7800072;19;M;BGD 1;Y;N;Applied Computer Science;N;1340;200908;CPSC 1301;B;ECON 2105;B;POLS 1101;B;201002;THEA 1100;B;HIST 1112I;A;SPAN 1001;A;Off Campus;1;69;3,69;SCHOOL 27;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;16;12;58560
7937586;19;M;BGD 3;Y;N;Management;N;;200608;ECON 2105;B;ENGL 1101;B;PSYC 1101;B;200702;ENGL 1102;B;ECON 2106;A;;;On Campus;1;69;3,62;SCHOOL 85;4;OtherUnknown;2;High School;B;Bachelors;15;15;12;12;
8018975;17;F;BGD 1;Y;N;Management;N;1070;200608;ECON 2106;B;MATH 1111;B;ARTH 1100;A;200702;MATH 1113;B;ENGL 1102;A;POLS 1101;A;On Campus;0;150;3,83;SCHOOL 121;2;High School;3;College/Beyond;B;Bachelors;16;16;17;17;-317160
8027337;18;F;BGD 6;Y;N;Biology;Health Science;1190;201008;ECON 2106;B;PSYC 1101;B;BIOL 1215K;A;201102;CHEM 1211L;B;CHEM 1211;A;ENGL 1102;A;Off Campus;1;69;3,7;SCHOOL 130;2;High School;2;High School;B;Bachelors;17;13;17;17;
7768704;18;F;BGD 3;Y;N;Pre-Business;N;990;201008;ECON 2106;B;HIST 2111;B;MATH 1113;A;201102;ECON 2105;B;BIOL 1215K;A;MATH 1125;A;On Campus;1;176;4;SCHOOL 183;2;High School;3;College/Beyond;B;Bachelors;14;14;17;17;
7799546;17;F;BGD 3;Y;N;Chemistry;N;1110;200508;ENGL 1101;B;HIST 2111;B;POLS 1101;B;200602;ENGL 1102;B;ECON 2106;A;MATH 1111;A;Off Campus;1;69;3,26;SCHOOL 2;2;High School;2;High School;B;Bachelors;14;14;13;13;-288180
7938765;18;M;BGD 3;Y;N;Music Education;N;;200508;ENGL 1101;B;MUSC 1100;B;;;200602;POLS 1101;B;ENGL 1102;A;;;On Campus;1;59;3,79;SCHOOL 43;2;High School;3;College/Beyond;B;Bachelors;13;13;16;13;
7782508;18;F;BGD 1;Y;N;Criminal Justice;N;1070;200508;ENGL 1101;B;MATH 1111;B;ANTH 1105;A;200602;ENGL 1102;B;HIST 2111;A;PSYC 1101;A;On Campus;0;138;3,6;SCHOOL 127;1;Middle School/Junior High;2;High School;B;Bachelors;16;16;14;14;10440
7933295;18;M;BGD 1;Y;N;Undeclared;N;;200508;ENGL 1101;B;ITDS 2735;B;THEA 1100;B;200602;ENGL 1102;B;COMM 1110;A;ECON 2105;A;On Campus;1;90;3,21;SCHOOL 150;2;High School;3;College/Beyond;B;Bachelors;13;13;12;12;-408180
7821471;18;M;BGD 3;Y;N;Applied Computer Science;N;1190;200508;ENGL 1101;B;HIST 2112;B;MUSC 1100;B;200602;ANTH 1105;B;ITDS 1155;A;ITDS 2726;A;Off Campus;1;69;3,31;SCHOOL 34;4;OtherUnknown;3;College/Beyond;B;Bachelors;15;15;13;13;
7822324;17;F;BGD 6;Y;N;Nursing;N;990;200608;ENGL 1101;B;MATH 1111;B;ARTH 1100;A;200702;COMM 1110;B;ENGL 1102;A;HIST 2112;A;Off Campus;1;69;3,86;SCHOOL 2;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;15;15;16;16;
8014115;18;M;BGD 1;Y;N;Biology;N;990;200608;ENGL 1101;B;HIST 2111;B;MATH 1111;B;200702;ENGL 1102;B;SPAN 1001;A;;;Off Campus;1;69;3,73;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;14;11;15;12;163320
7832195;18;F;BGD 3;Y;N;Nursing;N;990;200608;ENGL 1101;B;HIST 2112;B;CHEM 1151;A;200702;ENGL 1102;B;ITDS 2735;A;MATH 1101;A;On Campus;1;136;3,37;SCHOOL 126;2;High School;2;High School;B;Bachelors;13;13;14;14;190740
7952377;19;M;BGD 1;Y;N;Theatre Arts;N;1070;200608;ENGL 1101;B;HIST 2111;B;MUSC 1100;B;200702;ITDS 2735;B;ARTH 1100;A;PSYC 1101;A;On Campus;1;215;3,53;SCHOOL 258;3;CollegeBeyond;2;High School;B;Bachelors;15;15;12;12;594240
7871010;18;F;BGD 1;Y;N;Undeclared;N;950;200608;ENGL 1101;B;HIST 2111;B;ARTH 1100;A;200702;HIST 2112;B;COMM 1110;A;ENGL 1102;A;On Campus;1;69;2,93;SCHOOL 268;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;12;12;-299160
7917360;18;F;BGD 1;Y;N;Music Education;N;1220;200608;ENGL 1101;B;MATH 1113;B;COMM 1110;A;200702;ENGL 1102;B;ENVS 1105;A;MUSC 1100;A;Off Campus;1;208;4;SCHOOL 278;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;17;17;
7973819;17;M;BGD 1;Y;N;Theatre Arts;N;1190;200608;ENGL 1101;B;THEA 1100;B;;;200702;ENGL 1102;B;MATH 1101;A;;;On Campus;1;69;3,6;SCHOOL 87;;No Information;;No Information;B;Bachelors;16;15;17;17;
7814310;18;F;BGD 1;Y;N;Management;N;1150;200608;ENGL 1101;B;HIST 1112;B;MATH 1113;B;200702;ECON 2106;B;COMM 1110;A;ENGL 1102;A;On Campus;1;69;3,87;SCHOOL 130;;No Information;;No Information;B;Bachelors;15;15;15;15;
7941057;18;M;BGD 1;Y;N;Undeclared;N;990;200608;ENGL 1101;B;MATH 1101;B;ECON 2106;A;200702;ECON 2105;B;ENGL 1102;A;HIST 2112;A;Off Campus;1;0;3,36;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;13;13;14;14;265500
7903863;18;F;BGD 1;Y;N;Art;N;990;200708;ENGL 1101;B;HIST 2112;B;ARTH 1100;A;200802;FREN 1001;B;COMM 1110;A;;;Off Campus;1;69;3,65;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;12;12;17;13;
7970269;18;F;BGD 6;Y;N;Marketing;N;;200808;ENGL 1101;B;STAT 1127;B;HIST 2111;A;200902;ENGL 1102;B;ITDS 2735;A;MATH 1111;A;On Campus;1;150;3,53;SCHOOL 230;;No Information;;No Information;B;Bachelors;16;16;14;14;
7769386;18;M;BGD 1;Y;N;Undeclared;N;;200808;ENGL 1101;B;MUSC 1100;B;CPSC 1301;A;200902;ENGL 1102;B;HIST 2111;A;;;Off Campus;1;69;;SCHOOL 98;;No Information;;No Information;B;Bachelors;12;12;15;11;
7784152;18;M;BGD 1;N;N;Undeclared;N;1190;200808;ENGL 1101;B;MATH 1111;B;HIST 2111;A;200902;ECON 2105;B;ANTH 1105;A;ENGL 1102;A;Off Campus;1;69;3,47;SCHOOL 7;4;OtherUnknown;3;College/Beyond;B;Bachelors;16;16;14;14;
7815232;18;F;BGD 3;Y;N;Pre-Nursing;N;910;200908;ENGL 1101;B;HIST 2111;B;PSYC 1101;B;201002;CHEM 1151;B;CHEM 1151L;A;COMM 1110;A;On Campus;1;188;3,8;SCHOOL 284;4;OtherUnknown;2;High School;B;Bachelors;16;16;16;16;312000
8008321;18;F;BGD 1;N;N;Music Performance;N;;200908;ENGL 1101;B;MATH 1111;B;MUSC 1100;A;201002;ENGL 1102;B;ITDS 2735;A;;;On Campus;1;666;3,8;SCHOOL 83;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;14;14;281400
7950725;18;F;BGD 1;Y;N;French;N;1070;201008;ENGL 1101;B;MUSC 1100;B;FREN 1002;A;201102;MATH 1111;B;ANTH 1105I;A;ENGL 1102;A;On Campus;1;69;3,92;SCHOOL 87;2;High School;2;High School;B;Bachelors;15;15;18;18;
7986034;17;F;BGD 1;Y;N;Early Childhood Education;N;830;201008;ENGL 1101;B;HIST 2111;B;MATH 1111;B;201102;BIOL 1215K;B;CPSC 1105;A;ENGL 1102;A;Off Campus;1;69;3,42;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;16;
7805963;18;F;BGD 1;Y;N;Accounting;N;;200508;ENVS 1105;B;HIST 2111;B;ARTH 1100;A;200602;ENGL 1101;B;ITDS 2735;A;MATH 1111;A;Off Campus;1;69;3,92;SCHOOL 11;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;15;15;15;15;-5220
8008602;18;F;BGD 2;Y;N;Psychology;Spanish;910;200908;ENVS 1105I;B;HIST 1112I;B;GEOG 1101I;A;201002;ENGL 1101;B;SPAN 1002;A;;;Off Campus;1;69;3,06;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;13;9;-417420
7841153;18;M;BGD 1;Y;N;Theatre Arts;N;1110;200908;GEOG 1101I;B;HIST 1112I;B;ENVS 1105I;A;201002;CPSC 1105;B;COMM 1110;A;ENGL 1102;A;On Campus;1;150;3,37;SCHOOL 295;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;16;16;-5880
7792727;18;F;BGD 6;Y;N;Undeclared;N;1190;201008;GEOL 1110;B;HIST 1112;B;ECON 2106;A;201102;BIOL 1215K;B;COMM 1110;A;POLS 1101;A;Off Campus;1;0;3,4;SCHOOL 2;;No Information;;No Information;B;Bachelors;15;15;13;13;
8016358;18;F;BGD 1;Y;N;Theatre Arts;N;1260;200608;HIST 1111;B;THEA 1100;B;;;200702;ENGL 1102;B;PSYC 1101;A;;;Off Campus;1;150;2,58;SCHOOL 259;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;12;13;13;326520
7845970;18;F;BGD 1;Y;N;Political Science;Accounting;1190;200708;HIST 1111;B;POLS 1101;B;SPAN 1002;A;200802;HIST 2111;B;LEAD 1705;A;THEA 1100;A;Off Campus;0;69;3,06;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;14;14;397020
7790851;18;F;BGD 1;Y;N;Accounting;N;950;200708;HIST 2111;B;THEA 1100;B;ENGL 1101;A;200802;ENGL 1102;B;ITDS 2735;A;ITDS 2746;A;Off Campus;1;69;3,93;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;13;13;16;12;54360
7786561;18;F;BGD 1;Y;N;Biology;N;1150;200708;HIST 2111;B;MATH 1113;B;PSYC 1101;A;200802;ENGL 1102;B;COMM 1110;A;ITDS 2735;A;Off Campus;1;69;3,75;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;13;13;298380
7885970;18;M;BGD 1;Y;N;Communication;N;;200508;HIST 2112;B;THEA 1100;B;ENGL 1102;A;200602;POLS 1101;B;COMM 1110;A;SPAN 1001;A;On Campus;1;138;3,79;SCHOOL 42;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;12;12;15;15;
7967485;18;F;BGD 1;Y;N;English and Secondary Ed;N;1150;200708;HIST 2112;B;SPAN 1002;B;MATH 1101;A;200802;ENVS 1105;B;ENGL 1102;A;POLS 2401;A;On Campus;1;138;3,04;SCHOOL 315;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;15;15;
7876337;18;F;BGD 3;Y;N;Pre-Nursing;N;1220;201008;STAT 1127;B;POLS 1101;B;ENGL 1101;A;201102;MUSC 1100;B;CHEM 1151;A;CHEM 1151L;A;On Campus;1;0;3,6;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;17;17;
7908669;18;F;BGD 1;Y;N;Pre-Nursing;N;;200808;ARTH 1100;C;ENGL 1101;B;HIST 2112;A;200902;COMM 1110;B;ENGL 1102;A;ITDS 2749;A;Off Campus;0;69;3,2;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;15;15;7;7;-347580
7877423;18;M;BGD 1;Y;N;English Language/Literature;Political Science;1300;200508;ASTR 1105;C;COMM 1110;B;FREN 1001;B;200602;HIST 2112;B;ENGL 1102;A;POLS 1101;A;Off Campus;1;69;2,87;SCHOOL 1;2;High School;2;High School;B;Bachelors;15;12;12;12;388860
7906538;18;F;BGD 1;Y;N;Art;N;1030;200708;BIOL 1125;C;ENGL 1101;B;MATH 1111;B;200802;MUSC 1100;B;ENGL 1102;A;HIST 2112;A;Off Campus;1;69;3,14;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;15;15;-326880
7976846;18;F;BGD 1;Y;N;Middle Grades Education;N;950;200708;BIOL 1125;C;ENGL 1101;B;COMM 1110;A;200802;HIST 2112;B;ENGL 1102;A;SPAN 1001;A;Off Campus;1;69;3,43;SCHOOL 129;2;High School;2;High School;B;Bachelors;12;12;12;12;337500
8017402;18;F;BGD 3;Y;N;Nursing;N;1030;200508;CHEM 1151;C;CHEM 1151L;B;MATH 1111;B;200602;ARTH 1100;B;ENGL 1102;A;HIST 2112;A;On Campus;1;90;3,19;SCHOOL 41;4;OtherUnknown;3;College/Beyond;B;Bachelors;15;15;16;16;
7804023;18;F;BGD 3;Y;N;Nursing;N;;200608;CHEM 1151;C;ENGL 1101;B;CHEM 1151L;A;200702;ENGL 1102;B;ITDS 2735;A;;;On Campus;1;90;3,64;SCHOOL 143;4;OtherUnknown;2;High School;B;Bachelors;15;15;16;12;
7973824;18;F;BGD 3;N;N;Nursing;N;870;200708;CHEM 1151;C;CHEM 1151L;B;HIST 2112;B;200802;MUSC 1100;B;COMM 1110;A;ENGL 1102;A;On Campus;1;0;2,61;SCHOOL 314;3;CollegeBeyond;;No Information;B;Bachelors;16;16;16;16;
7988346;18;F;BGD 1;Y;N;Health Science;Foundations of Business;990;200808;CHEM 1151;C;CHEM 1151L;B;ENGL 1101;B;200902;ENGL 1102;B;COMM 1110;A;ITDS 2749;A;Off Campus;1;69;3,27;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;14;14;
7824539;18;F;BGD 1;N;N;Pre-Nursing;N;1260;200908;CHEM 1151;C;CHEM 1151L;B;HIST 2111;B;201002;POLS 1101;B;COMM 1110;A;ENGL 1102;A;Off Campus;1;0;3,6;SCHOOL 2;3;CollegeBeyond;2;High School;B;Bachelors;14;14;15;15;-417420
7830251;18;F;BGD 1;Y;N;Pre-Nursing;N;1070;200908;CHEM 1151;C;CHEM 1151L;B;SOCI 1101;B;201002;MATH 1111;B;COMM 1110;A;ENGL 1102;A;Off Campus;1;69;3,4;SCHOOL 130;2;High School;3;College/Beyond;B;Bachelors;14;14;16;16;151380
7838803;18;F;BGD 1;N;N;Pre-Nursing;N;990;201008;CHEM 1151;C;PSYC 1101;B;CHEM 1151L;A;201102;POLS 1101;B;ENGL 1102;A;HIST 2111;A;Off Campus;1;5932;3,17;SCHOOL 489;;No Information;;No Information;B;Bachelors;15;11;16;16;
7880851;18;F;BGD 1;Y;N;Pre-Nursing;N;1190;201008;CHEM 1151;C;HIST 2111;B;MATH 1101;B;201102;CPSC 1105;B;ENGL 1102;A;;;Off Campus;1;69;3,66;SCHOOL 130;;No Information;;No Information;B;Bachelors;15;15;13;13;
7947799;18;F;BGD 4;Y;N;Pre-Nursing;N;1030;201008;CHEM 1151;C;ECON 2105;B;HIST 1112I;B;201102;POLS 1101;B;ENGL 1101;A;MUSC 1100;A;On Campus;0;138;2,9;SCHOOL 61;2;High School;2;High School;B;Bachelors;18;18;16;16;
8003101;18;F;BGD 1;Y;N;Nursing;N;1220;200508;CHEM 1151L;C;ARTH 1100;B;SPAN 1001;B;200602;SPAN 1002;B;ITDS 2748;A;;;On Campus;0;150;3,23;SCHOOL 82;2;High School;2;High School;B;Bachelors;15;15;13;13;
7813499;17;F;BGD 1;Y;N;Biology;N;990;200508;CHEM 1211;C;CHEM 1211L;B;HIST 1112;B;200602;THEA 1100;B;MATH 1113;A;;;On Campus;1;0;3,8;SCHOOL 14;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;15;15;16;13;639600
7880895;17;M;BGD 6;N;N;Marketing;N;590;200608;CHEM 1211;C;CHEM 1211L;B;ENGL 1101;B;200702;ENGL 1102;B;MATH 1111;A;THEA 1100;A;Off Campus;1;0;3,69;SCHOOL 7;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;10;14;14;
7938730;18;M;BGD 6;Y;N;Biology;N;;200808;CHEM 1211;C;CHEM 1211L;B;ECON 2106;B;200902;ENGL 1101;B;MATH 1111;A;;;Off Campus;0;69;3,37;SCHOOL 87;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;13;13;14;14;-347580
7958378;18;F;BGD 3;Y;N;Biology;N;1070;200908;CHEM 1211;C;ENGL 1101;B;HIST 1111;B;201002;ENGL 1102;B;ASTR 1105;A;STAT 1127;A;On Campus;1;150;3,37;SCHOOL 74;3;CollegeBeyond;2;High School;B;Bachelors;16;16;13;13;
7824943;18;F;BGD 4;Y;N;Health Science;N;990;200908;CHEM 1211;C;CHEM 1211L;B;MATH 1111;B;201002;BIOL 1215K;B;COMM 1110;A;MUSC 1100;A;Off Campus;1;69;3,5;SCHOOL 10;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;13;13;15;15;-222540
7977191;18;M;BGD 1;Y;N;Mathematics;N;530;200608;COMM 1110;C;ENGL 1101;B;HIST 1111;B;200702;MATH 2125;B;ECON 2105;A;;;Off Campus;0;69;3,14;SCHOOL 8;;No Information;;No Information;B;Bachelors;16;16;15;15;-96060
7807005;18;M;BGD 3;Y;N;Psychology;N;1110;200608;COMM 1110;C;ENGL 1101;B;MUSC 1100;B;200702;POLS 1101;B;FREN 1001;A;ITDS 2735;A;Off Campus;0;69;2,97;SCHOOL 14;1;Middle School/Junior High;2;High School;B;Bachelors;16;16;15;11;
7785884;18;F;BGD 1;Y;N;Joint Enrollment - Accel;N;;201008;COMM 1110;C;HIST 2112;B;ENGL 1102;A;201102;ASTR 1105;B;ENGL 2136;A;SOCI 1101;A;Off Campus;1;69;3,25;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;12;12;12;-115860
7983934;18;F;BGD 1;Y;N;Pre-Nursing;N;910;201008;ECON 2105;C;SPAN 1001;B;ENGL 1101;A;201102;ENGL 1102;B;COMM 1110;A;;;Off Campus;1;0;2,9;SCHOOL 130;2;High School;2;High School;B;Bachelors;12;12;12;8;
7845510;18;F;BGD 3;Y;N;Undeclared;N;640;201008;ECON 2105;C;HIST 2111;B;ANTH 1105;A;201102;POLS 1101;B;COMM 1110;A;;;Off Campus;0;0;3,1;SCHOOL 130;3;CollegeBeyond;2;High School;B;Bachelors;12;12;12;12;
7814675;18;M;BGD 6;Y;N;Information Technology;N;990;201008;ECON 2106;C;CPSC 1301;B;CPSC 1301L;A;201102;MATH 1111;B;COMM 1110;A;ENGL 1101;A;On Campus;1;0;2,81;SCHOOL 14;2;High School;2;High School;B;Bachelors;14;10;15;15;
7930529;18;F;BGD 1;Y;N;Criminal Justice;N;;200508;ENGL 1101;C;MATH 1111;B;ANTH 1105;A;200602;ENGL 1102;B;HIST 2111;A;PSYC 1101;A;On Campus;0;150;2,77;SCHOOL 49;2;High School;2;High School;B;Bachelors;16;16;14;14;241740
7773964;18;F;BGD 6;N;Y;Music Performance;N;950;200808;ENGL 1101;C;MUSC 1100;B;;;200902;COMM 1110;B;ENGL 1102;A;;;Off Campus;1;;;SCHOOL 16;;No Information;;No Information;B;Bachelors;14;14;16;15;-1157640
7916201;18;F;BGD 1;Y;N;Psychology;N;1070;200908;ENGL 1101;C;ARTH 1100;B;PSYC 1101;A;201002;ENGL 1102;B;BIOL 1215K;A;HIST 2112;A;On Campus;0;90;3,31;SCHOOL 52;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;12;16;16;264180
7794322;18;M;BGD 1;Y;N;General Business;Communication;1150;200708;ENGL 1102;C;ITDS 2735;B;THEA 1100;B;200802;HIST 2112;B;ITDS 2749;A;;;Off Campus;1;69;4;SCHOOL 119;2;High School;2;High School;B;Bachelors;12;12;16;16;43800
7997697;18;M;BGD 1;Y;N;Theatre Arts;N;;201008;GEOL 1121;C;GEOL 1121L;B;MATH 1101;B;201102;BIOL 1125;B;COMM 1110;A;PSYC 1101;A;On Campus;1;237;3,1;SCHOOL 465;3;CollegeBeyond;2;High School;B;Bachelors;17;17;16;16;
7825924;18;F;BGD 1;Y;N;Undeclared;N;910;200708;HIST 1111;C;ECON 2106;B;ENGL 1101;A;200802;PSYC 1101;B;ENGL 1102;A;MUSC 1100;A;Off Campus;1;69;3,78;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;13;13;13;9;191580
7883518;18;F;BGD 1;Y;N;Theatre Arts;N;910;200908;HIST 1112I;C;ARTH 1100I;B;ENGL 1101I;B;201002;BIOL 1125;B;COMM 1110;A;;;On Campus;1;190;3,33;SCHOOL 66;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;13;9;
7912533;18;F;BGD 1;Y;N;Art;N;910;201008;HIST 1112I;C;GEOL 1110;B;;;201102;CPSC 1105;B;ENGL 1101;A;;;On Campus;1;138;2,85;SCHOOL 410;2;High School;3;College/Beyond;B;Bachelors;15;15;16;16;
7934810;18;F;BGD 6;N;N;Music Performance;N;1030;201008;HIST 1112I;C;HIST 2111;B;ITDS 2735;A;201102;MUSC 1100;B;ENGL 1101;A;POLS 1101;A;On Campus;1;69;3,4;SCHOOL 339;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;16;15;
7996323;18;F;BGD 1;Y;N;Biology;N;1110;200608;HIST 2111;C;COMM 1110;B;ENGL 1101;B;200702;POLS 1101;B;ENGL 1102;A;;;Off Campus;1;69;3,6;SCHOOL 11;2;High School;2;High School;B;Bachelors;15;15;14;10;
7817573;18;F;BGD 1;Y;N;Undeclared;N;990;200608;HIST 2111;C;ENGL 1101;B;POLS 1101;B;200702;COMM 1110;B;MATH 1101;A;;;Off Campus;1;0;3,31;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;12;12;9;-299160
7839163;18;F;BGD 1;Y;N;Middle Grades Education;N;;200808;HIST 2111;C;COMM 1110;B;ENGL 1101;A;200902;ARTH 1100;B;CPSC 1105;A;ENGL 1102;A;Off Campus;1;69;3,56;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;15;15;15;15;-347580
7890077;18;M;BGD 1;Y;N;Music Performance;N;1150;200808;HIST 2111;C;COMM 1110;B;MUSC 1100;A;200902;CPSC 1105;B;ENGL 1102;A;;;Off Campus;1;150;3,4;SCHOOL 55;;No Information;;No Information;B;Bachelors;15;13;17;14;
7971934;18;M;BGD 1;Y;N;Undeclared;N;910;200908;HIST 2111;C;ENGL 1101;B;COMM 1110;A;201002;ECON 2105;B;ITDS 2735;A;;;Off Campus;1;69;2,86;SCHOOL 2;;No Information;;No Information;B;Bachelors;13;9;12;12;-447600
8032958;18;F;BGD 4;N;N;Pre-Business;N;1110;200908;HIST 2111;C;ENGL 1101;B;MUSC 1100;B;201002;GEOL 1121;B;COMM 1110;A;ENGL 1102;A;Off Campus;0;69;4;SCHOOL 395;2;High School;2;High School;B;Bachelors;15;15;14;14;387180
7803177;18;M;BGD 1;Y;N;Undeclared;N;1070;200908;HIST 2111;C;ENGL 1101;B;ITDS 2727;A;201002;BIOL 1215K;B;ENGL 1102;A;GEOL 1110;A;On Campus;1;222;2,71;SCHOOL 88;1;Middle School/Junior High;3;College/Beyond;B;Bachelors;16;15;16;16;500100
7836602;18;F;BGD 3;Y;N;Music Performance;N;1030;201008;HIST 2111;C;ENGL 1101;B;MUSC 1100;B;201102;MATH 1111;B;ENGL 1102;A;SOCI 1101;A;On Campus;1;150;3,32;SCHOOL 277;2;High School;3;College/Beyond;B;Bachelors;13;13;15;15;
7944474;18;M;BGD 3;Y;N;Health Science;N;870;200908;HIST 2112;C;CHEM 1211;B;CHEM 1211L;B;201002;ENGL 1102;B;MATH 1111;A;MUSC 1100;A;On Campus;1;150;3,3;SCHOOL 49;3;CollegeBeyond;2;High School;B;Bachelors;15;11;14;14;180180
7950676;18;F;BGD 1;Y;N;Exercise Science;N;950;200508;MATH 1111;C;ENGL 1101;B;SPAN 1001;A;200602;CHEM 1151L;B;CHEM 1151;A;ENGL 1102;A;On Campus;1;138;3,36;SCHOOL 44;2;High School;2;High School;B;Bachelors;15;15;15;15;
7952901;17;F;BGD 1;Y;N;Nursing;Spanish;1110;200508;MATH 1111;C;ENGL 1101;B;THEA 1100;B;200602;COMM 1110;B;ENGL 1102;A;HIST 2112;A;Off Campus;1;69;3,5;SCHOOL 141;3;CollegeBeyond;2;High School;B;Bachelors;15;15;14;14;
7922195;18;F;BGD 1;Y;N;Early Childhood Education;N;1030;200508;MATH 1111;C;ARTH 1100;B;HIST 2112;B;200602;POLS 1101;B;COMM 1110;A;ENGL 1101;A;On Campus;1;150;2,86;SCHOOL 74;2;High School;3;College/Beyond;B;Bachelors;12;12;15;15;
7861264;18;M;BGD 3;Y;N;Psychology;N;1070;200608;MATH 1111;C;PSYC 1101;B;ENGL 1101;A;200702;HIST 2111;B;COMM 1110;A;MUSC 1100;A;Off Campus;1;69;3,5;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;17;17;40179
7968282;18;F;BGD 3;Y;N;Art;N;950;200708;MATH 1111;C;HIST 2111;B;;;200802;ARTH 1100;B;ENGL 1101;A;;;On Campus;1;0;3,06;SCHOOL 130;2;High School;4;Other/Unknown;B;Bachelors;15;15;16;13;392460
